diag_idx,target_space,n_pairs,mean_error_smoothed_oe,smoothed_correction
314,smoothed_oe,153450,0.04756959527730942,0.04847537726163864
315,smoothed_oe,152625,0.04993188753724098,0.04938206821680069
316,smoothed_oe,151800,0.05082084611058235,0.050381116569042206
317,smoothed_oe,150975,0.05099514499306679,0.05136077478528023
318,smoothed_oe,150150,0.05253085494041443,0.05225913226604462
319,smoothed_oe,149325,0.0537630133330822,0.05304412543773651
320,smoothed_oe,148500,0.05373247340321541,0.05369605869054794
321,smoothed_oe,147675,0.05432440713047981,0.054202958941459656
322,smoothed_oe,146850,0.05505742132663727,0.05455771088600159
323,smoothed_oe,146025,0.055309560149908066,0.05477267503738403
324,smoothed_oe,145200,0.0550445131957531,0.05491596460342407
325,smoothed_oe,144375,0.05440955609083176,0.05511980131268501
326,smoothed_oe,143550,0.054296813905239105,0.05550895631313324
327,smoothed_oe,142725,0.055168554186820984,0.05608154088258743
328,smoothed_oe,141900,0.05774363502860069,0.05666545405983925
329,smoothed_oe,141075,0.059506289660930634,0.05704526603221893
330,smoothed_oe,140250,0.05786929279565811,0.05717464163899422
331,smoothed_oe,139425,0.05525081977248192,0.05724429711699486
332,smoothed_oe,138600,0.05535764619708061,0.057495661079883575
333,smoothed_oe,137775,0.05813255533576012,0.05796833336353302
334,smoothed_oe,136950,0.060321956872940063,0.05846649408340454
335,smoothed_oe,136125,0.060430847108364105,0.05877383053302765
336,smoothed_oe,135300,0.05824751779437065,0.05885641276836395
337,smoothed_oe,134475,0.05740493908524513,0.05883360281586647
338,smoothed_oe,133650,0.059163521975278854,0.05879956856369972
339,smoothed_oe,132825,0.06006257236003876,0.058736540377140045
340,smoothed_oe,132000,0.058623384684324265,0.05859038978815079
341,smoothed_oe,131175,0.05772630497813225,0.058360204100608826
342,smoothed_oe,130350,0.05827212706208229,0.05809541791677475
343,smoothed_oe,129525,0.058227427303791046,0.05786903575062752
344,smoothed_oe,128700,0.05745141953229904,0.05779995769262314
345,smoothed_oe,127875,0.0563158355653286,0.058058563619852066
346,smoothed_oe,127050,0.05656123161315918,0.05877361074090004
347,smoothed_oe,126225,0.05954623967409134,0.059914156794548035
348,smoothed_oe,125400,0.0627434179186821,0.06130277365446091
349,smoothed_oe,124575,0.06303650140762329,0.06276441365480423
350,smoothed_oe,123750,0.06313848495483398,0.06422186642885208
351,smoothed_oe,122925,0.0649736076593399,0.06561356782913208
352,smoothed_oe,122100,0.06844272464513779,0.06677232682704926
353,smoothed_oe,121275,0.07047100365161896,0.06748650968074799
354,smoothed_oe,120450,0.06917151808738708,0.06772037595510483
355,smoothed_oe,119625,0.06594488769769669,0.06771718710660934
356,smoothed_oe,118800,0.06516308337450027,0.06780789792537689
357,smoothed_oe,117975,0.06791222840547562,0.06810616701841354
358,smoothed_oe,117150,0.07082287967205048,0.06843172013759613
359,smoothed_oe,116325,0.07029843330383301,0.06854397803544998
360,smoothed_oe,115500,0.06794724613428116,0.06841029226779938
361,smoothed_oe,114675,0.06679666042327881,0.06822827458381653
362,smoothed_oe,113850,0.06731005012989044,0.06823962926864624
363,smoothed_oe,113025,0.06842102110385895,0.06858087331056595
364,smoothed_oe,112200,0.0688442513346672,0.06928753852844238
365,smoothed_oe,111375,0.06888110935688019,0.07033682614564896
366,smoothed_oe,110550,0.0704437792301178,0.07160262018442154
367,smoothed_oe,109725,0.07433542609214783,0.072795569896698
368,smoothed_oe,108900,0.07693889737129211,0.07356048375368118
369,smoothed_oe,108075,0.0756915807723999,0.07372286170721054
370,smoothed_oe,107250,0.07262349873781204,0.07344310730695724
371,smoothed_oe,106425,0.07121751457452774,0.07308986783027649
372,smoothed_oe,105600,0.07159597426652908,0.07294727861881256
373,smoothed_oe,104775,0.07358109951019287,0.07305078953504562
374,smoothed_oe,103950,0.07466814666986465,0.07329083979129791
375,smoothed_oe,103125,0.07302653044462204,0.07362327724695206
376,smoothed_oe,102300,0.07216466218233109,0.07412678748369217
377,smoothed_oe,101475,0.07395327091217041,0.07485708594322205
378,smoothed_oe,100650,0.07658331096172333,0.07570193707942963
379,smoothed_oe,99825,0.07792718708515167,0.0764288678765297
380,smoothed_oe,99000,0.07809034734964371,0.07688285410404205
381,smoothed_oe,98175,0.07714692503213882,0.07713526487350464
382,smoothed_oe,97350,0.07578527927398682,0.07745233178138733
383,smoothed_oe,96525,0.07641546428203583,0.07812260836362839
384,smoothed_oe,95700,0.0782940536737442,0.07928475737571716
385,smoothed_oe,94875,0.08031372725963593,0.08086138218641281
386,smoothed_oe,94050,0.08275677263736725,0.08259963989257812
387,smoothed_oe,93225,0.08568746596574783,0.08416656404733658
388,smoothed_oe,92400,0.08704976737499237,0.08526821434497833
389,smoothed_oe,91575,0.0876336395740509,0.08577315509319305
390,smoothed_oe,90750,0.08668585121631622,0.08578430116176605
391,smoothed_oe,89925,0.08421115577220917,0.08558603376150131
392,smoothed_oe,89100,0.08376186341047287,0.08547235280275345
393,smoothed_oe,88275,0.08581897616386414,0.08558929711580276
394,smoothed_oe,87450,0.0864647626876831,0.0859268456697464
395,smoothed_oe,86625,0.08539258688688278,0.08642816543579102
396,smoothed_oe,85800,0.0867164134979248,0.08707035332918167
397,smoothed_oe,84975,0.08817439526319504,0.08785789459943771
398,smoothed_oe,84150,0.08790430426597595,0.08878148347139359
399,smoothed_oe,83325,0.08937427401542664,0.08978547900915146
400,smoothed_oe,82500,0.09198227524757385,0.09075270593166351
401,smoothed_oe,81675,0.09194865077733994,0.09151753038167953
402,smoothed_oe,80850,0.0924101397395134,0.09191291034221649
403,smoothed_oe,80025,0.09447924047708511,0.09185806661844254
404,smoothed_oe,79200,0.09259901195764542,0.09147096425294876
405,smoothed_oe,78375,0.08857538551092148,0.09109237045049667
406,smoothed_oe,77550,0.08785741776227951,0.09110715240240097
407,smoothed_oe,76725,0.09104961156845093,0.09167128801345825
408,smoothed_oe,75900,0.09338780492544174,0.09261216223239899
409,smoothed_oe,75075,0.09454240649938583,0.0935913473367691
410,smoothed_oe,74250,0.09540196508169174,0.09434662759304047
411,smoothed_oe,73425,0.09534381330013275,0.09480992704629898
412,smoothed_oe,72600,0.09483881294727325,0.09506809711456299
413,smoothed_oe,71775,0.09484390169382095,0.09525260329246521
414,smoothed_oe,70950,0.09544321149587631,0.09545385092496872
415,smoothed_oe,70125,0.0958208292722702,0.09571055322885513
416,smoothed_oe,69300,0.09602586179971695,0.09605135023593903
417,smoothed_oe,68475,0.09570863842964172,0.09651477634906769
418,smoothed_oe,67650,0.09617779403924942,0.09711366146802902
419,smoothed_oe,66825,0.09855306148529053,0.0978103056550026
420,smoothed_oe,66000,0.09945440292358398,0.09858207404613495
421,smoothed_oe,65175,0.09854582697153091,0.09952206164598465
422,smoothed_oe,64350,0.09845391660928726,0.10081540048122406
423,smoothed_oe,63525,0.1006598100066185,0.10255201905965805
424,smoothed_oe,62700,0.10501598566770554,0.1045624241232872
425,smoothed_oe,61875,0.10927458852529526,0.10648134350776672
426,smoothed_oe,61050,0.10985804349184036,0.10798927396535873
427,smoothed_oe,60225,0.10850808769464493,0.10896225273609161
428,smoothed_oe,59400,0.10940859466791153,0.10938931256532669
429,smoothed_oe,58575,0.11207102984189987,0.10924986749887466
430,smoothed_oe,57750,0.11165908724069595,0.10859544575214386
431,smoothed_oe,56925,0.10654620081186295,0.10772441327571869
432,smoothed_oe,56100,0.10198796540498734,0.10710347443819046
433,smoothed_oe,55275,0.10499592870473862,0.10700897127389908
434,smoothed_oe,54450,0.11030616611242294,0.1073102056980133
435,smoothed_oe,53625,0.10962378233671188,0.10767900943756104
436,smoothed_oe,52800,0.10643526166677475,0.1079435870051384
437,smoothed_oe,51975,0.10670007765293121,0.10815826803445816
438,smoothed_oe,51150,0.10934796929359436,0.10840903222560883
439,smoothed_oe,50325,0.10943460464477539,0.1086830124258995
440,smoothed_oe,49500,0.10828924924135208,0.10891494899988174
441,smoothed_oe,48675,0.10920476913452148,0.10905768722295761
442,smoothed_oe,47850,0.10997182875871658,0.10909111052751541
443,smoothed_oe,47025,0.10918440669775009,0.10903488844633102
444,smoothed_oe,46200,0.10870498418807983,0.10899980366230011
